entrez,Human
218203,29116
20474,51804
78943,2081
211484,80705
20602,9612
21961,7145
23807,10425
77300,65059
21750,7014
234329,166655
238276,9495
12455,904
107351,23189
75459,644186
229715,57463
140806,64806
69601,153090
56282,6182
67610,89970
68118,60673
233073,199746
75477,345456
270058,55201
268534,54221
66508,55004
73174,9755
70601,11319
54645,56850
67728,1802
57756,9457
433700,26206
17151,23582
50493,7296
240427,26040
56150,4085
19181,5701
12672,1132
76709,10109
19277,5800
63955,91768
12399,864
217344,79651
13601,1893
228785,85366
17387,4323
212733,146439
54403,8671
231134,285489
83796,6603
433693,55122
59091,57158
28113,26277
72147,140685
66663,79876
20492,7884
20102,6191
21386,6926
57246,57057
56839,9211
66573,22873
11775,8120
69125,9337
22063,7220
22065,7222
266744,51557
75669,30849
109065,55172
216560,51057
320022,283847
22026,7182
226101,26509
57916,23495
228980,6874
140557,27127
56057,54766
66340,55851
381038,55486
11489,8038
14391,2553
18413,5008
20401,23616
26411,11184
55984,84254
80883,22854
16841,3950
104362,644890
18378,4975
58187,9071
50929,50616
12069,84707
23924,11104
16154,3587
26931,5527
14184,2261
14569,2665
19347,23258
16450,3714
12769,10803
69162,22872
18143,4862
118454,57165
246228,64856
213498,9826
68828,81493
11844,381
12173,646
14936,2997
12845,1311
20538,6530
67553,79807
16510,3756
17879,4619
11477,90
20616,9892
26404,7786
26932,5529
21345,6876
20504,6568
17907,29895
233328,79705
16341,3646
11972,9114
269261,6136
11843,378
216134,8566
18453,5034
13211,1660
21927,7126
19258,5775
69993,1124
11302,9625
66464,6883
28193,221035
12332,822
16852,3956
16832,3945
66373,23658
27367,6122
215615,6051
11818,350
108671,23234
15458,3263
16475,84962
109905,5906
66665,91283
67015,55297
66588,51727
67463,134359
50780,5998
74094,93643
110826,2109
17025,210
74470,55722
114641,6160
69632,23365
13476,7905
108897,83543
235611,5364
227801,57706
140570,23654
118449,171024
17776,23139
52666,115557
19886,6098
56349,10276
245666,23096
100036521,729852
71780,51477
12461,10576
26410,1326
19921,6143
13639,1945
16644,3827
56527,22983
19263,5787
11801,922
20658,6651
80888,26353
11757,10935
16675,342574
227331,26058
19058,5534
17968,4685
56294,5780
74377,11077
67332,6634
71805,9688
216766,25929
231329,5431
67134,10528
54419,9074
16506,3750
12496,954
19153,57716
64337,51764
13808,2027
14473,2638
26885,9994
13205,1654
13823,23136
13835,2041
12531,994
21846,7075
67605,84335
109594,4004
18082,8508
20403,50618
105859,27254
53603,85480
226419,8444
217149,284106
231252,55584
12821,1308
244579,27324
226409,84083
12818,7373
14885,2968
74996,55031
67123,51271
57296,5714
67439,56949
209032,92092
18933,5396
109593,55885
229615,10401
225998,6096
21915,1841
27058,6726
56191,7216
12162,655
52123,55326
15442,10855
110648,4009
73683,89849
218952,10979
64136,23753
101613,171389
16855,3960
77987,10973
68550,79736
18503,5075
237898,84669
216739,23305
227099,5378
66870,26135
98766,10422
66914,51160
30942,3174
20472,10736
78783,7862
218030,11281
228003,10324
207304,25831
57258,64328
67871,92399
17686,4437
21809,7043
20480,81570
18654,5228
12124,638
14421,2583
330959,10302
208198,55643
241226,8516
16401,3676
17901,4632
69094,54958
64290,27023
80283,80325
11877,421
319651,57695
107581,1307
66687,64786
14061,2147
100763,9690
103136,11137
230597,9372
21387,9496
68251,29086
263876,9825
330502,284406
67279,51003
233199,4606
72199,64210
66413,9861
21892,7092
66510,51255
381686,402569
70408,10621
20533,6521
76365,9096
66689,54813
18640,5208
212168,65249
56771,9477
66576,7388
20317,5176
56089,10268
16873,64211
51801,10267
54635,56034
494448,23466
72607,8975
74386,80010
213945,340267
22370,7448
107568,11059
18970,5423
12817,1305
228866,63935
245880,10810
22592,2073
69136,286319
56187,5875
67070,26065
68944,54499
140709,136227
18791,5327
11858,8153
107047,56984
30057,26521
19358,5886
110902,1135
66069,10073
28084,84313
70456,25874
14296,10023
13726,2010
13636,1942
70762,166614
18590,5154
50505,2072
58251,100653515
12819,1306
208258,341405
72949,905
74838,80155
74841,84640
21827,7059
14247,2313
13688,1979
76577,23197
209027,5831
231798,4034
217325,3993
16869,3975
20833,6749
21982,55858
18595,5156
225895,10629
66537,51371
68420,88455
11647,249
20262,50861
380836,57380
213773,10607
237759,91522
28010,60672
117146,89910
106585,23253
93761,6594
68053,137886
14251,10211
329941,1296
193670,91445
270198,5210
71711,80198
170767,5994
170707,84196
80750,9683
76123,29899
245828,58485
67059,29789
11810,339
19073,5552
94216,1288
75452,84164
13171,1629
192195,55870
18014,4762
12822,80781
12816,1303
16407,3682
54409,10266
14205,2277
68938,79058
277250,51780
11474,89
68375,4702
68423,338692
27681,11267
18616,5178
65098,54469
28114,54888
68889,337867
67020,92162
67966,54819
11720,4143
12563,1004
21393,8557
70466,150468
21855,10245
373864,85301
68794,2318
216810,146691
217342,63893
67956,387893
231821,11033
12116,635
12823,1310
12454,8812
68653,25813
66098,84303
72333,23022
30055,26517
110611,3069
57277,57152
18639,5207
70314,79874
108015,1143
319480,22801
18704,5286
108800,85439
16649,3840
209737,56992
117606,91653
16648,3839
57781,131450
71728,114790
52513,54606
22123,5709
69459,84993
56207,51377
54683,25824
382051,57546
14660,2744
65105,51329
66684,90843
109154,9761
20720,5270
69802,1353
20813,6727
21945,9191
103968,5346
53317,5356
15426,3224
319387,23284
26894,50813
12266,718
76454,79791
212647,8659
17420,4331
11636,203
11799,332
329015,23130
234023,55082
66997,5718
235439,8925
71785,80310
234854,8558
171171,84628
83409,28956
12311,799
210766,79184
14814,2906
93739,11345
67459,4931
70294,55658
66840,56270
16985,4046
233876,8479
209357,2967
57315,9277
56503,54851
83383,7023
67345,26091
270076,2639
211948,201626
68755,10668
72008,84936
219094,23351
74015,23149
20539,8140
17698,4478
77864,388403
19687,5981
22099,7247
74112,10600
107753,3957
12091,2720
19362,10635
212880,9879
237911,83990
69116,23352
245867,55251
66530,80700
76788,23008
71752,2976
18619,5179
215707,80212
232430,1389
16492,3739
320129,157
103554,23198
56320,1627
22591,7508
19328,201475
12464,10575
18793,5329
21838,7070
13486,1810
23853,50619
66407,64960
18711,200576
24127,54464
17188,4150
19228,5745
107831,575
751865,100316904
66201,51534
78781,56829
20315,6387
24128,22803
320011,56886
73826,84271
69826,341116
245474,1736
74337,342979
223255,8428
12771,1232
209086,219285
233545,56946
67785,9202
100710,23047
20388,6439
16596,10661
23984,10846
209448,3226
98910,9712
77065,25896
69527,64965
51796,10250
19934,6146
75751,79711
17758,4134
66164,51388
207728,5138
108767,10957
22146,84790
72978,149111
19171,5699
17240,4188
319554,3422
14562,9573
15381,3183
15929,3421
15275,3098
80886,26168
56615,4257
20643,6635
110796,10194
18987,5452
380785,57596
19215,5730
114715,161742
22217,219333
170752,83875
207565,10645
234356,55790
381591,54596
68510,26173
16185,3560
16418,3692
68137,10945
76073,84333
22185,11338
217337,6730
208795,9725
23879,9513
19069,4927
56088,8624
20501,6566
238880,345651
71990,79039
22021,8460
20307,6355
67533,8496
22143,10376
210925,55756
15441,50809
230676,23334
56431,11034
432731,7741
212307,10982
66590,2193
14583,2673
56356,51228
16182,8809
71793,57117
66420,5434
58244,10228
330369,150726
72927,220296
53321,8506
109019,64859
75691,203286
24099,10673
230899,4878
11567,10677
16199,3581
60532,9589
56224,10098
54712,10154
66615,23192
227195,54891
16592,2171
19933,6144
15925,3416
50787,266722
66661,6731
67781,3608
14406,2566
223838,80070
16833,3948
107702,6050
11821,353
229055,65986
75565,112869
72404,54521
11736,51479
106205,29066
67755,51202
79264,889
68750,6239
116733,27183
207278,9873
70683,27340
269338,23339
232333,6529
16175,3552
227733,138429
18072,4808
93757,83943
77045,605
54446,10725
20901,11171
56095,117246
56403,10492
54561,4675
56258,3188
66046,4711
74198,113878
94232,56893
70099,10051
380698,84033
18392,4998
16878,3976
73139,201161
13040,1520
69577,79072
52502,23589
100678,5723
56066,6373
223254,10160
215243,80342
13007,1465
17847,9736
19899,6141
56348,51144
242274,57554
102414,1198
210297,57631
68193,6152
16521,3762
76952,22978
218581,55789
19988,6128
12406,871
13712,2002
17441,4340
22072,5645
100502698,9711
26442,5686
15500,3298
17217,4173
26432,5352
21681,10189
94213,79009
19087,5576
64652,11188
114644,64849
99045,64949
11519,119
81910,6238
26951,9183
67204,8894
68505,738
192170,9775
71529,23254
16576,374654
68837,3607
72325,9605
245841,5437
13076,1543
12340,829
338367,4642
235606,327
20464,6492
445007,79902
11550,146
15277,3099
108078,4973
68999,10393
67144,55631
20387,653509
321003,63929
240505,55561
57377,7841
15525,3308
22249,10497
67759,55848
252973,79977
68294,10227
227197,4719
71764,9854
19415,8437
22145,7277
70218,146909
23857,9988
78887,9814
234852,5119
64378,54112
27993,92856
20014,6185
227634,157922
54198,8724
17002,4057
76886,145773
12211,57448
70549,83660
77591,1662
11944,495
14706,2786
81845,7918
226407,22930
68255,255043
21356,6892
68603,10654
27055,11328
76130,81887
246779,246778
210274,22941
16882,3980
70435,64423
66362,51010
19743,6005
654795,56948
20167,6253
270035,137994
69237,23560
21821,8100
217431,79954
224902,9667
18213,4916
22228,7351
55989,51602
76936,4670
239017,55753
68566,50632
74488,131578
242093,339403
14661,2746
71720,26031
30877,26354
230082,65083
17916,4542
236539,26227
12295,782
442829,881
24014,6041
246048,140578
56380,10620
16399,3674
23805,10297
70415,51765
72193,9169
69296,57413
72149,92335
59015,23279
268933,84219
210808,144811
16201,3609
69702,51103
333329,1258
27407,10061
223691,51386
57317,6429
18777,10434
239273,10257
239667,57609
16881,3978
64707,79723
66082,57406
109624,800
14395,2555
26446,5691
234374,54555
218035,27072
29812,57446
26896,9282
56428,23788
20224,56681
20384,6430
381485,84675
225115,6840
238055,338
64580,64579
226026,23137
76965,114798
114143,533
17888,4624
16545,11081
104662,55720
74776,27068
20195,6282
70686,80824
14077,2170
68611,10573
66902,4507
12775,1236
74355,23347
55943,9482
170472,9400
19132,5630
114228,5644
216459,140465
72823,117583
53415,10553
54352,10265
269582,63967
83492,56169
328440,10361
269389,84969
66656,1936
50701,1991
68501,286053
68564,57532
209131,401548
22192,9040
56551,25828
232989,11100
20103,6193
66440,246184
18223,9253
13710,1999
18949,5411
17925,4650
14938,3001
56275,10432
24075,6881
26390,23005
16913,5696
15502,3301
75725,9678
68299,55275
259302,9901
233011,80271
54637,11230
76233,116092
380664,23592
232910,1175
217340,114804
233189,90353
208869,1795
12627,55997
14057,94081
74122,79188
212528,55621
26422,26960
13404,11144
68365,51552
68879,24148
67446,285193
216767,29093
245610,56000
18719,8395
320528,54832
67842,161424
66154,51522
67774,118426
106344,5984
667663,53904
269536,54881
56758,4154
16976,4043
78833,64785
18712,5292
18451,5033
16191,3567
192775,81033
16517,3773
66704,83759
269397,26039
74131,54440
67920,84549
14701,55970
140859,284086
72136,113189
73710,347733
21916,7111
66812,60490
54160,26958
17156,10905
72462,23076
70727,221002
66877,51340
208659,54757
57444,3669
23873,55179
211986,129787
332221,84891
13481,8818
67468,23531
56012,5224
58887,29803
50767,10908
56447,22818
12864,1345
217893,23241
22594,7515
76915,84057
12495,953
223770,23774
66482,55770
226778,4139
109672,1528
56530,10330
55985,10563
233726,10527
227613,10383
227720,8021
11490,8751
241311,403341
72661,387923
56193,5341
71840,150483
68011,6637
209200,151636
59288,84516
229474,85462
66292,54460
106143,8545
73674,84128
67671,6169
20637,6625
12908,1384
229589,58497
18703,5284
72125,219287
108829,221037
71750,22864
78294,6233
22598,348932
12527,928
227120,5334
19882,4486
69269,79005
26961,6132
20354,10507
50773,30833
83397,9590
102614,54913
13722,9255
102693,23187
67381,29079
14693,2783
68015,10131
68732,55604
104721,1653
66489,11224
12768,1230
58178,114815
98221,10480
69727,64854
27973,79001
214531,84000
18993,5455
54633,10084
433864,64434
229504,81875
20744,55342
69956,55037
107733,64975
67916,8613
83701,51593
67771,10092
57912,56882
382423,552889
50875,29766
236732,8241
66055,51639
74012,5912
67186,6181
51791,10636
212706,23138
74111,9904
70052,9128
237313,53832
108124,8775
110446,38
20302,6348
26462,10587
217705,145483
73242,79969
11764,162
74204,23214
381085,55633
18612,2118
20343,6402
76572,27288
94061,65008
12522,9308
12193,678
11609,186
17357,65108
18007,4756
78749,11259
12985,1440
224938,9867
269774,22848
24012,6000
76157,340146
52389,84435
268890,4045
54135,51599
230793,27245
71602,4643
14538,2651
75540,8790
26572,8533
16173,3606
105352,56940
238988,26059
67223,51018
338355,23307
110379,6396
23789,57175
74106,55827
56847,220
107527,8808
226525,9462
54451,51692
223723,23170
72946,57470
30785,83992
67821,23439
16002,3481
14670,2794
68810,91624
26377,27071
18441,5028
24100,131601
27984,79180
18181,4899
13885,2098
27395,29088
22073,5646
77976,9891
68349,4722
24010,3550
209630,55691
66394,51070
11534,132
68404,51299
18551,54760
18822,5351
68743,54443
21925,7125
52858,10423
53422,51087
217718,91754
11853,389
19302,5828
15356,3155
11745,306
67678,27258
236930,54821
223527,56943
18575,5137
68842,56995
17245,56890
17101,1130
78895,83448
19383,22913
20444,6483
19288,5806
77531,56899
56644,64581
99138,56910
66874,55421
223499,25879
276770,1984
74450,80025
83762,9381
218215,255488
13047,1523
99003,79832
56443,10552
75416,8602
14156,2237
229363,8833
110095,5836
60441,64978
59014,23212
74464,57643
224092,55341
18636,5199
11520,123
20306,6354
217737,10598
20068,6218
101739,11168
234699,23644
353283,3266
18598,5161
11977,538
76491,84836
110816,5822
214444,55755
218210,9972
17880,4629
66162,552900
76808,6142
69806,201266
230257,9991
13799,2020
67711,197370
68052,6207
103468,57122
50721,51548
12452,901
71382,5189
19267,5791
17289,10461
18976,5443
66660,79811
97961,79159
268470,65264
72544,118460
80976,57586
233204,79735
50793,23595
65111,7818
170750,7511
78388,9961
140780,55589
106393,6345
209773,27147
20826,4809
19035,5479
56363,23671
22320,8673
56726,6451
72043,55959
320772,161357
381990,57621
433702,4686
240888,23432
68816,51645
224440,54093
252875,54468
100340,27293
14739,9294
320938,23534
69051,29920
67868,23436
433586,55534
225372,10307
66882,9689
26383,79068
98956,55226
12766,2833
321006,9730
11629,199
240665,54619
237107,54552
93672,11009
110168,2841
20947,23075
11637,204
231430,285521
16541,9476
108664,51606
66213,9443
17160,23324
105246,65980
66585,9410
17828,63915
15560,3358
223696,56993
66471,81611
80744,57703
268527,9687
210933,577
227620,91373
109857,874
20842,10274
72948,11076
237553,29953
93790,81614
66152,29796
73723,83442
67878,55161
17897,4634
28035,10713
75547,11214
260315,89795
20292,6356
12408,873
94186,29966
19724,5989
16776,3911
21425,7942
23989,9862
13004,1463
66249,56902
17961,10
101869,55898
270118,84441
108907,51203
80912,9698
105732,286077
15384,3182
18799,5333
73122,9392
17996,4703
20462,6434
319765,10644
12338,827
78038,64087
22224,9100
27204,8224
22024,7180
237868,23098
207932,9875
26433,8985
70737,57530
67857,5537
112405,54583
70625,9441
22247,7372
27966,9136
226432,55705
20344,6403
80892,79776
216725,9509
102436,23395
67115,9045
29869,9706
80837,57381
75345,57823
75786,9793
56295,25994
52530,55651
67239,84154
81799,114899
17180,4146
50529,51081
53896,56301
77593,85015
13713,2004
74148,23277
230737,29889
12075,631
229841,1062
69675,7837
269951,3418
20624,9343
225131,51322
212937,497189
67302,23091
75956,23524
93728,140886
71099,283629
107993,8419
380711,23108
72461,5547
214897,53944
28088,51493
77767,57471
67166,55207
269587,2035
108903,6904
74192,81873
50782,8786
16429,55600
107869,1491
70357,30820
219114,221150
269252,9329
270106,6137
57808,6165
226982,9669
73825,129285
330409,27443
66455,245812
56031,10450
68142,54617
269470,10885
19271,5795
64655,56945
20972,9145
12469,10694
26445,5690
21923,3371
22325,7410
381290,493
67604,51608
22773,7547
19400,5913
80876,10581
71833,10238
21912,7102
66958,51075
56347,8663
69792,10001
407785,4726
22764,7543
17190,4152
192212,150696
73095,284439
76983,23256
69587,10336
67846,55254
353190,80153
212032,3101
76199,23389
234549,55027
78394,11056
19025,5476
53893,11164
117167,79689
29870,51512
83671,54843
18673,5245
67111,27163
23827,10380
71371,84159
66142,1349
211914,8853
18483,5064
17912,4430
26429,5001
16980,10446
257633,197322
27376,1468
104771,51528
320118,222235
14004,51142
69550,684
17118,4082
109731,4129
237310,116379
18805,5337
235106,50863
19274,5797
72634,11022
20935,6838
228889,55661
68436,6164
74760,5866
68087,79877
59047,11284
20303,6351
93692,2745
70729,9722
57357,79644
51786,53981
54188,10898
67959,22827
328232,54438
69940,55763
216197,10970
331623,57673
78100,84437
12070,27018
17885,4626
18476,5050
66860,85461
77038,84364
213550,115752
23881,9908
68028,200916
66964,51026
70598,27145
79044,65993
19293,5816
432677,55237
18807,23646
102462,55272
74600,57129
381921,9344
242509,54796
74383,9898
117600,57522
64934,23481
63985,2764
19166,5683
71865,84085
67225,55599
234353,23362
20971,6385
67708,64430
11770,2167
14732,57678
72654,151903
230815,57134
242669,113451
17152,4117
74195,55140
233871,11273
76795,23061
55936,56474
66953,83879
21366,6533
70575,81577
269152,55083
74241,79586
74778,27341
68178,84952
11867,10095
22365,11311
386612,79228
217866,9578
170768,5209
15213,23462
68667,54795
56444,55860
192285,51317
26889,2055
66147,55707
319757,6608
100019,23195
19141,5641
12808,23242
70144,84859
16956,4023
18087,4820
227695,51490
216033,29119
67046,51256
213027,115704
66629,64083
54608,11057
93691,8609
67151,5715
54127,6234
226976,55683
50720,26278
68572,3396
83885,83884
216543,23177
12554,1012
319804,144423
19255,5771
75590,1852
243910,84807
239436,169026
107817,23210
22379,91010
18145,4864
13731,2013
56451,8802
53313,489
320277,79925
100503041,79955
12581,1032
15931,3423
77578,607
14570,398
72117,80218
74847,728637
15228,2290
71660,5919
56426,11235
66712,246777
241263,57512
74354,136332
140703,129080
93709,56114
93701,8641
319953,25809
109904,4168
67557,55323
18023,4779
67367,94104
240832,163590
71854,64180
230500,84455
65106,10550
18798,5332
11769,1174
14401,2561
109181,9321
433485,79953
68939,65997
245945,54502
93724,26025
22019,7174
545428,285025
14531,8521
58804,148170
23892,26585
67120,151613
16992,4049
66277,28999
16558,55614
382018,23025
11449,1146
11495,2515
17150,4237
28105,55521
170813,932
18190,9379
12780,1244
11925,50674
67703,84623
14539,2652
69754,25793
234663,1783
269400,51750
12405,147381
57321,54386
319594,55662
73205,203228
140488,10643
108012,8905
319478,80319
11488,4185
231863,80028
11434,49
27061,10134
76608,79654
66231,80145
58181,50604
65967,60678
20266,6324
330962,123264
223825,133558
109108,10463
14756,2822
213819,64921
22038,5359
11532,128
227210,151195
67620,55805
68929,64598
12939,56141
73340,23467
71836,81626
68682,57153
212999,30000
244071,123624
14107,2195
67888,55273
19183,29893
11830,362
170790,23209
68082,142679
72699,54923
16420,3694
18205,4908
20222,8175
11973,529
228942,140689
56410,643866
12156,650
27029,6448
69270,9837
76499,23122
77781,9852
12390,858
23992,8575
11937,487
225825,10666
22788,7784
77559,178
209354,1967
20338,6400
13427,1781
27054,10483
13592,64641
20529,1317
54324,7984
72029,10695
14365,7976
117158,117156
68147,54433
21899,10333
215653,9770
385354,90167
114301,54873
68525,132884
101772,55107
100043861,3820
353170,55787
54376,10368
16553,63971
268857,197358
140917,64858
114674,84163
12290,777
235459,2958
227736,286207
77998,402635
23991,10519
211007,90933
211006,51091
22404,58525
100043314,201633
170755,23678
12936,56144
240913,9507
21355,6891
208104,22877
70375,130026
110351,5909
16904,3004
12487,940
11899,460
76108,5911
269473,9860
55938,55937
69299,140462
110380,357
11980,10396
78933,84871
77446,57493
15216,3077
214704,154865
66042,25928
20741,6710
108011,23431
239217,115207
114142,93986
68083,55003
67238,84792
170947,91977
105722,196527
67946,54558
320435,126432
12957,1411
73389,26959
67145,10953
11595,176
22419,81029
215095,431705
18736,5449
104570,57223
22390,7465
231151,93624
69654,10540
353187,9975
16923,10019
15587,8692
22035,8743
68792,27286
16770,3906
19824,10107
20018,51082
17254,6520
66642,56259
226352,57669
333789,55728
22381,51186
224143,56983
27008,85377
226265,387712
15937,8870
14683,2778
19206,5727
60507,81890
266692,8904
171283,26762
71233,219670
20521,116085
18755,5583
230828,58985
232431,9052
330890,143689
17391,10893
241327,169611
13837,2042
238266,83851
66691,26130
105837,27085
213696,90527
12165,2658
67164,387787
106389,55840
320634,4952
246787,6524
210719,283078
320995,222546
73569,389136
22044,7200
16147,3549
12580,1031
140559,93185
211488,84890
227357,339768
74868,157378
72843,11108
104001,6252
218973,11169
27103,440275
241516,401024
216848,1107
16155,3588
59006,51778
17873,4616
21909,3196
30933,27433
379043,135250
228960,8675
225724,5596
11990,8455
17691,150094
15898,7087
12481,914
17201,4159
327957,388325
11504,9510
18005,4751
16009,3486
71887,333926
17136,4099
218624,133396
11781,9179
232341,65125
192193,9695
242702,127294
329324,255928
72795,54902
435965,4037
80708,29763
68833,79031
240055,54492
70054,220388
66411,1155
71313,161835
68911,90780
76582,51194
14368,8323
108679,10920
56846,63941
57028,57026
14976,10471
68339,440193
77485,56164
20751,6697
76829,55816
74068,136991
77777,80329
11552,151
71709,85360
75563,7802
11643,8852
16187,3562
74267,132141
76483,64788
215456,150763
620235,284266
74770,57467
69307,222659
66423,55352
217143,440435
12795,1263
22342,64130
75828,150280
230824,57822
59058,27319
243911,84063
74020,131034
217116,64847
237339,84456
73666,84321
214742,55758
170756,80024
77596,266977
67466,5082
110012,91978
74691,122402
381269,55686
56460,11187
74123,116113
232223,114112
68514,221154
67800,84649
110842,2108
23854,54849
56690,23417
70810,147183
192191,55090
56695,25953
76399,386653
252967,83853
78558,94031
170625,112574
232370,9746
234700,123904
17199,4157
68760,79933
245450,84631
74734,399
22687,8882
20349,9723
212531,83699
20973,9144
71876,79682
544696,221322
12958,1412
66058,55365
66109,27075
84704,8926
207911,2847
22414,7482
171530,90226
54208,23204
13638,1944
94088,117854
74591,26154
213573,283229
237930,284076
545902,5794
12660,1119
13618,1910
20874,9748
233877,253980
67269,23287
20639,6629
228788,140706
21683,7007
107747,10840
69987,11092
210801,137970
107528,57692
57778,752
18247,4947
224661,116369
170826,133522
21830,51298
242602,163747
57748,133746
76303,5007
72504,6875
226255,26033
14151,2235
22412,7484
192199,284654
108841,112724
12532,995
21976,8940
240023,154197
72599,10954
27801,29801
67199,5201
106894,22993
18119,4838
12892,1371
98053,2962
225467,5229
106952,64411
17203,4161
93737,84552
208146,55689
66667,79663
74142,9361
213760,9581
52633,56954
76763,158747
17158,4124
16430,3703
414801,85450
326622,26019
320632,23020
276846,94005
268739,55701
235567,23317
231713,80018
230866,23065
107182,9044
102566,55129
83493,22908
80285,83666
73158,23367
72322,57510
71701,87178
70699,23165
68134,65109
67420,84188
59042,11316
20932,6836
20227,9092
13200,1650
192159,10594
208144,57647
19076,5558
94242,64129
13340,3177
23972,9060
68090,10897
19434,30062
17929,8736
234847,6687
108121,7307
67988,54495
13733,2015
23825,8815
54217,25873
30962,11136
20730,6690
16319,3619
240590,58524
107358,56889
68636,81889
72569,129880
76260,123016
20469,6494
57740,282974
225358,51306
19038,5480
76890,51072
66053,23759
208158,79929
225192,59340
66799,55284
170759,57130
67141,26271
69150,8723
18607,5170
233575,27315
396184,23769
66497,84319
67383,138199
70186,26355
14617,57369
26425,4682
16005,3483
328699,200959
70579,9877
16889,3988
107227,28992
71810,8498
76479,10285
73442,259217
27756,57819
54392,64151
20024,10923
269424,79960
21407,6939
99512,22911
68058,9557
68272,55131
107029,4200
21664,22822
72167,80745
67936,54853
14724,2812
271036,79820
20463,9167
17189,4151
17878,4618
54447,56624
69875,126328
331401,57187
224640,221496
56050,51302
13082,1592
225283,55197
20359,10501
83770,80834
73677,143471
67864,84272
14227,2286
381126,64762
11692,2671
67689,221
57752,10579
214552,22897
53857,51807
94044,23786
75475,26873
216792,200205
11808,337
229211,28976
76187,137872
58875,11112
12857,1327
110253,11078
100336,5511
243912,126393
27402,8050
97212,3030
68802,84665
100705,32
66108,4704
66841,2110
214345,55227
229228,11162
216616,2202
225887,4728
67273,4705
232536,60488
140491,5506
668158,317762
76826,80224
232947,284352
244895,79834
228966,5509
329251,4660
232807,54776
76497,6992
66849,5504
21924,7134
57741,26155
225745,115106
76088,81704
319322,10992
104174,2731
109077,80789
54721,7297
237336,9519
280287,3814
73254,343099
74915,90423
17075,4072
71777,54556
108989,7175
11468,72
11811,10930
225432,54439
66406,29901
71145,286133
383348,57528
60527,3995
24046,11280
71461,5754
320271,286205
224860,23228
140792,81035
56044,5898
22092,89765
69860,84285
68135,8667
22130,7270
30937,29995
225348,134430
226182,6877
17288,4225
13041,1521
16509,3753
16907,84823
23806,25820
108089,9781
81500,64374
69190,54808
101489,60626
27279,51330
69241,5433
20897,64220
17195,4153
245857,54961
14119,2201
54194,26993
106583,22828
66229,285855
26403,4296
12491,948
94175,3273
78586,55133
224796,53405
80732,55892
66307,51015
226781,55532
68942,25978
260409,10602
239796,151963
104252,10435
106931,284252
18938,26472
109168,25923
17688,2956
11829,361
14587,2676
84095,55361
107305,55048
170765,53820
52874,9933
114565,49854
20613,6615
66866,374354
71653,57698
13014,1476
76217,9832
14773,2869
69535,100134934
71756,1370
67105,29090
56454,5832
18788,5055
83410,23283
18648,5223
54364,10556
270166,10845
56700,112770
16963,6375
67991,138151
75221,10072
17330,9562
76267,3992
269061,79869
11854,29984
110749,8208
13990,56916
103784,116143
59008,51433
98488,9330
69957,8881
216161,22904
70356,6767
19360,10111
18150,10360
105522,23243
226562,23215
67465,10291
268932,57524
22268,7348
233900,9810
100201,169200
101240,29062
74732,8676
270906,55771
66140,348235
71093,84913
74895,57821
70060,130560
217843,57578
67963,10577
11846,383
56419,81624
83675,80114
108000,1063
22360,140767
76722,1160
66070,51503
66592,30968
56215,22985
67458,57222
69912,348995
67922,26017
72621,51248
232345,2
72459,27336
209091,85417
67181,23399
272428,54988
68337,1397
15278,64216
69305,28960
93730,54585
66942,8886
107435,8520
13139,1606
68948,29902
212627,5636
12307,793
58243,266812
94229,57282
20431,6490
64931,390243
66343,80775
216157,91304
13358,6576
218490,689
73301,83894
114889,30813
26900,8653
93688,57626
114714,5889
66125,83443
66104,158931
19647,5930
15312,3150
68219,11051
74762,266727
380768,56936
72787,55706
69663,317781
71911,622
68558,57763
12268,721
66939,79719
192188,55576
110935,525
66790,79774
12614,9620
104248,23523
230098,84904
170442,8424
68795,130507
76522,51691
329207,375316
18948,5409
12843,1278
27377,10730
56543,3752
12671,1131
20163,6251
71435,57584
78334,23097
54631,4868
77044,196528
56720,6999
26443,5687
19175,5694
19177,5695
16912,5698
68818,130617
231380,55236
20147,6247
211329,135112
101831,91442
94190,4983
20196,6284
19109,5617
52635,57488
66259,55450
208076,63876
16670,3882
22427,7486
219249,81550
12238,23412
14479,9958
217666,79944
67489,10717
101100,26140
18985,5450
11906,463
68758,83451
105504,10640
234365,374887
67184,51079
236733,8237
21947,959
218639,54622
320191,84376
24056,9467
55947,9937
11307,9619
56794,26061
109242,347240
17304,4240
17355,4299
12304,9601
68054,145264
67138,55008
12785,7555
214968,80031
224903,6294
54411,537
78246,79142
81489,3337
67437,6747
14132,2217
12273,728
13482,1803
18130,26512
11784,321
214855,10865
81877,7148
20975,8871
20630,6631
209176,169355
68117,139322
17957,63908
213469,203190
12500,915
227746,10244
13167,1622
74388,54878
72141,83440
75472,257177
12418,8535
101540,25865
73739,25776
171395,168507
66102,58191
228869,57727
280662,173
56452,23594
23908,9653
66559,254042
328949,4163
75465,83657
19244,8073
12055,9274
17833,4586
78428,84305
246177,64005
71998,399512
71326,340205
14169,2259
545030,57705
17993,4724
67899,152100
75796,124359
218877,56920
11773,1173
100102,255738
71699,54946
68632,80177
101187,57097
73246,166824
231633,338773
23795,10551
14430,2592
11989,84889
19250,5784
14459,2520
12424,885
68014,55055
76467,22921
78651,11157
56365,1188
70804,10424
170719,55074
19682,5959
75620,79036
110695,501
22171,7298
56298,64225
71678,148362
74754,1718
52430,55268
75607,65268
218977,9787
19125,5625
